n02,n02_name,n01,n01_name,Count,number_genes
EFO:0005090,basophil count,NCBIGene:4088,SMAD3,1,5
EFO:0004536,total blood protein measurement,NCBIGene:5314,PKHD1,1,5
EFO:0004536,total blood protein measurement,NCBIGene:2149,F2R,1,5
EFO:0004536,total blood protein measurement,NCBIGene:7040,TGFB1,1,5
EFO:0004536,total blood protein measurement,NCBIGene:3082,HGF,1,5
EFO:0006527,smoking status measurement,NCBIGene:4864,NPC1,1,5
EFO:0006527,smoking status measurement,NCBIGene:183,AGT,1,5
EFO:0006527,smoking status measurement,NCBIGene:6347,CCL2,1,5
EFO:0006527,smoking status measurement,NCBIGene:5314,PKHD1,1,5
EFO:0004584,mean platelet volume,NCBIGene:2149,F2R,10,4
EFO:0008317,very low density lipoprotein cholesterol measurement,NCBIGene:6927,HNF1A,7,4
EFO:0008591,free cholesterol measurement,NCBIGene:6927,HNF1A,7,4
EFO:0004584,mean platelet volume,NCBIGene:6772,STAT1,6,4
EFO:0007822,hair colour measurement,NCBIGene:1535,CYBA,6,4
EFO:0003923,bone density,NCBIGene:2147,F2,6,4
EFO:0003923,bone density,NCBIGene:6696,SPP1,6,4
MONDO:0011565,metabolic syndrome X,NCBIGene:405,ARNT,5,4
EFO:0020946,"phospholipids:total lipids ratio""@e",NCBIGene:405,ARNT,5,4
EFO:0004531,urate measurement,NCBIGene:6927,HNF1A,5,4
EFO:0004531,urate measurement,NCBIGene:6696,SPP1,5,4
EFO:0004531,urate measurement,NCBIGene:7422,VEGFA,5,4
EFO:0004528,mean corpuscular hemoglobin concentration,NCBIGene:1535,CYBA,5,4
EFO:0010351,"cholesteryl ester measurement""@e",NCBIGene:6927,HNF1A,5,4
MONDO:0005265,inflammatory bowel disease,NCBIGene:6347,CCL2,4,4
MONDO:0005011,Crohn disease,NCBIGene:6347,CCL2,4,4
MONDO:0005399,venous thromboembolism,NCBIGene:2147,F2,4,4
MONDO:0006629,"osteoarthritis, hip",NCBIGene:4088,SMAD3,4,4
EFO:0008595,intermediate density lipoprotein measurement,NCBIGene:6927,HNF1A,4,4
EFO:0020946,"phospholipids:total lipids ratio""@e",NCBIGene:7422,VEGFA,4,4
EFO:0020946,"phospholipids:total lipids ratio""@e",NCBIGene:6927,HNF1A,4,4
EFO:0007825,balding measurement,NCBIGene:7040,TGFB1,4,4
EFO:0008317,very low density lipoprotein cholesterol measurement,NCBIGene:7422,VEGFA,4,4
EFO:0003923,bone density,NCBIGene:1499,CTNNB1,4,4
EFO:0004639,phospholipid measurement,NCBIGene:6927,HNF1A,4,4
EFO:0004468,glucose measurement,NCBIGene:7422,VEGFA,4,4
MONDO:0005575,colorectal cancer,NCBIGene:7040,TGFB1,3,4
MONDO:0005011,Crohn disease,NCBIGene:4088,SMAD3,3,4
MONDO:0005011,Crohn disease,NCBIGene:6772,STAT1,3,4
MONDO:0005011,Crohn disease,NCBIGene:5328,PLAU,3,4
EFO:0005213,central corneal thickness,NCBIGene:4088,SMAD3,3,4
EFO:0007825,balding measurement,NCBIGene:1593,CYP27A1,3,4
EFO:0008317,very low density lipoprotein cholesterol measurement,NCBIGene:405,ARNT,3,4
EFO:0008591,free cholesterol measurement,NCBIGene:7422,VEGFA,3,4
EFO:0020944,"cholesteryl esters:total lipids ratio""@e",NCBIGene:7422,VEGFA,3,4
EFO:0010067,corneal resistance factor,NCBIGene:4088,SMAD3,3,4
EFO:0010067,corneal resistance factor,NCBIGene:1277,COL1A1,3,4
EFO:0007800,body fat percentage,NCBIGene:4864,NPC1,3,4
EFO:0004761,uric acid measurement,NCBIGene:7422,VEGFA,3,4
MONDO:0005265,inflammatory bowel disease,NCBIGene:5328,PLAU,2,4
MONDO:0005301,multiple sclerosis,NCBIGene:5328,PLAU,2,4
MONDO:0005488,adolescent idiopathic scoliosis,NCBIGene:1717,DHCR7,2,4
MONDO:0005488,adolescent idiopathic scoliosis,NCBIGene:2321,FLT1,2,4
MONDO:0005002,chronic obstructive pulmonary disease,NCBIGene:2321,FLT1,2,4
EFO:0008595,intermediate density lipoprotein measurement,NCBIGene:405,ARNT,2,4
EFO:0004584,mean platelet volume,NCBIGene:1277,COL1A1,2,4
EFO:0007825,balding measurement,NCBIGene:4088,SMAD3,2,4
EFO:0007825,balding measurement,NCBIGene:1499,CTNNB1,2,4
EFO:0004528,mean corpuscular hemoglobin concentration,NCBIGene:1277,COL1A1,2,4
EFO:0004528,mean corpuscular hemoglobin concentration,NCBIGene:7040,TGFB1,2,4
EFO:0010351,"cholesteryl ester measurement""@e",NCBIGene:7422,VEGFA,2,4
EFO:0010351,"cholesteryl ester measurement""@e",NCBIGene:405,ARNT,2,4
EFO:0004838,calcium measurement,NCBIGene:2149,F2R,2,4
EFO:0004838,calcium measurement,NCBIGene:405,ARNT,2,4
EFO:0004765,visceral adipose tissue measurement,NCBIGene:7422,VEGFA,2,4
EFO:0008591,free cholesterol measurement,NCBIGene:405,ARNT,2,4
EFO:0004792,plasminogen activator inhibitor 1 measurement,NCBIGene:2147,F2,2,4
EFO:0004840,cortical thickness,NCBIGene:7422,VEGFA,2,4
EFO:0004840,cortical thickness,NCBIGene:3956,LGALS1,2,4
EFO:0003923,bone density,NCBIGene:4088,SMAD3,2,4
MONDO:0013600,insomnia,NCBIGene:4763,NF1,2,4
MONDO:0013600,insomnia,NCBIGene:7422,VEGFA,2,4
EFO:0007785,femoral neck bone mineral density,NCBIGene:6696,SPP1,2,4
EFO:0007785,femoral neck bone mineral density,NCBIGene:1499,CTNNB1,2,4
EFO:0007785,femoral neck bone mineral density,NCBIGene:2147,F2,2,4
EFO:0008378,mosquito bite reaction size measurement,NCBIGene:2247,FGF2,2,4
EFO:0009946,low density lipoprotein triglyceride measurement,NCBIGene:4864,NPC1,2,4
EFO:0004639,phospholipid measurement,NCBIGene:405,ARNT,2,4
EFO:0004630,factor VIII measurement,NCBIGene:6927,HNF1A,2,4
EFO:0020944,"cholesteryl esters:total lipids ratio""@e",NCBIGene:405,ARNT,2,4
EFO:0010067,corneal resistance factor,NCBIGene:1593,CYP27A1,2,4
EFO:0004694,factor XI measurement,NCBIGene:4088,SMAD3,2,4
EFO:0004694,factor XI measurement,NCBIGene:6927,HNF1A,2,4
EFO:0004761,uric acid measurement,NCBIGene:6696,SPP1,2,4
MONDO:0005575,colorectal cancer,NCBIGene:4313,MMP2,1,4
MONDO:0005575,colorectal cancer,NCBIGene:4088,SMAD3,1,4
MONDO:0005575,colorectal cancer,NCBIGene:183,AGT,1,4
MONDO:0005265,inflammatory bowel disease,NCBIGene:4088,SMAD3,1,4
MONDO:0005265,inflammatory bowel disease,NCBIGene:6772,STAT1,1,4
MONDO:0005301,multiple sclerosis,NCBIGene:6772,STAT1,1,4
MONDO:0005301,multiple sclerosis,NCBIGene:3569,IL6,1,4
MONDO:0005301,multiple sclerosis,NCBIGene:405,ARNT,1,4
MONDO:0005399,venous thromboembolism,NCBIGene:5328,PLAU,1,4
MONDO:0005399,venous thromboembolism,NCBIGene:5314,PKHD1,1,4
MONDO:0005399,venous thromboembolism,NCBIGene:2149,F2R,1,4
MONDO:0004975,Alzheimer disease,NCBIGene:4864,NPC1,1,4
MONDO:0004975,Alzheimer disease,NCBIGene:2149,F2R,1,4
MONDO:0004975,Alzheimer disease,NCBIGene:2147,F2,1,4
MONDO:0004975,Alzheimer disease,NCBIGene:183,AGT,1,4
MONDO:0005416,"osteoarthritis, knee",NCBIGene:7040,TGFB1,1,4
MONDO:0005416,"osteoarthritis, knee",NCBIGene:4088,SMAD3,1,4
MONDO:0005416,"osteoarthritis, knee",NCBIGene:7422,VEGFA,1,4
MONDO:0005416,"osteoarthritis, knee",NCBIGene:4763,NF1,1,4
MONDO:0006629,"osteoarthritis, hip",NCBIGene:7040,TGFB1,1,4
MONDO:0006629,"osteoarthritis, hip",NCBIGene:1535,CYBA,1,4
MONDO:0006629,"osteoarthritis, hip",NCBIGene:4763,NF1,1,4
MONDO:0011565,metabolic syndrome X,NCBIGene:4864,NPC1,1,4
MONDO:0011565,metabolic syndrome X,NCBIGene:6927,HNF1A,1,4
MONDO:0011565,metabolic syndrome X,NCBIGene:7422,VEGFA,1,4
MONDO:0005488,adolescent idiopathic scoliosis,NCBIGene:1490,CCN2,1,4
MONDO:0005488,adolescent idiopathic scoliosis,NCBIGene:1499,CTNNB1,1,4
MONDO:0005002,chronic obstructive pulmonary disease,NCBIGene:5328,PLAU,1,4
MONDO:0005002,chronic obstructive pulmonary disease,NCBIGene:4088,SMAD3,1,4
MONDO:0005002,chronic obstructive pulmonary disease,NCBIGene:6927,HNF1A,1,4
EFO:0008354,cognitive function measurement,NCBIGene:5314,PKHD1,1,4
EFO:0008354,cognitive function measurement,NCBIGene:3956,LGALS1,1,4
EFO:0008354,cognitive function measurement,NCBIGene:1499,CTNNB1,1,4
EFO:0008354,cognitive function measurement,NCBIGene:4864,NPC1,1,4
EFO:0005213,central corneal thickness,NCBIGene:1593,CYP27A1,1,4
EFO:0005213,central corneal thickness,NCBIGene:6696,SPP1,1,4
EFO:0005213,central corneal thickness,NCBIGene:1277,COL1A1,1,4
EFO:0008595,intermediate density lipoprotein measurement,NCBIGene:7422,VEGFA,1,4
EFO:0008595,intermediate density lipoprotein measurement,NCBIGene:1593,CYP27A1,1,4
EFO:0004584,mean platelet volume,NCBIGene:405,ARNT,1,4
EFO:0020946,"phospholipids:total lipids ratio""@e",NCBIGene:1593,CYP27A1,1,4
EFO:0004531,urate measurement,NCBIGene:7057,THBS1,1,4
EFO:0004528,mean corpuscular hemoglobin concentration,NCBIGene:2149,F2R,1,4
EFO:0010351,"cholesteryl ester measurement""@e",NCBIGene:1593,CYP27A1,1,4
EFO:0008317,very low density lipoprotein cholesterol measurement,NCBIGene:1593,CYP27A1,1,4
EFO:0004838,calcium measurement,NCBIGene:213,ALB,1,4
EFO:0004838,calcium measurement,NCBIGene:3082,HGF,1,4
EFO:0004765,visceral adipose tissue measurement,NCBIGene:4864,NPC1,1,4
EFO:0004765,visceral adipose tissue measurement,NCBIGene:5314,PKHD1,1,4
EFO:0004765,visceral adipose tissue measurement,NCBIGene:1499,CTNNB1,1,4
EFO:0007822,hair colour measurement,NCBIGene:6927,HNF1A,1,4
EFO:0007822,hair colour measurement,NCBIGene:7040,TGFB1,1,4
EFO:0007822,hair colour measurement,NCBIGene:5314,PKHD1,1,4
EFO:0008591,free cholesterol measurement,NCBIGene:1593,CYP27A1,1,4
EFO:0004792,plasminogen activator inhibitor 1 measurement,NCBIGene:2321,FLT1,1,4
EFO:0004792,plasminogen activator inhibitor 1 measurement,NCBIGene:7040,TGFB1,1,4
EFO:0004792,plasminogen activator inhibitor 1 measurement,NCBIGene:6927,HNF1A,1,4
EFO:0004840,cortical thickness,NCBIGene:5314,PKHD1,1,4
EFO:0004840,cortical thickness,NCBIGene:6772,STAT1,1,4
EFO:0007005,free androgen index,NCBIGene:1593,CYP27A1,1,4
EFO:0007005,free androgen index,NCBIGene:5972,REN,1,4
EFO:0007005,free androgen index,NCBIGene:6927,HNF1A,1,4
EFO:0007005,free androgen index,NCBIGene:4780,NFE2L2,1,4
MONDO:0013600,insomnia,NCBIGene:4780,NFE2L2,1,4
MONDO:0013600,insomnia,NCBIGene:1278,COL1A2,1,4
EFO:0007785,femoral neck bone mineral density,NCBIGene:4088,SMAD3,1,4
EFO:0004703,age at menarche,NCBIGene:1278,COL1A2,1,4
EFO:0004703,age at menarche,NCBIGene:2321,FLT1,1,4
EFO:0004703,age at menarche,NCBIGene:6927,HNF1A,1,4
EFO:0004703,age at menarche,NCBIGene:5972,REN,1,4
EFO:0008378,mosquito bite reaction size measurement,NCBIGene:3569,IL6,1,4
EFO:0008378,mosquito bite reaction size measurement,NCBIGene:5972,REN,1,4
EFO:0008378,mosquito bite reaction size measurement,NCBIGene:5328,PLAU,1,4
EFO:0010701,"mean reticulocyte volume""@e",NCBIGene:5244,ABCB4,1,4
EFO:0010701,"mean reticulocyte volume""@e",NCBIGene:1356,CP,1,4
EFO:0010701,"mean reticulocyte volume""@e",NCBIGene:405,ARNT,1,4
EFO:0010701,"mean reticulocyte volume""@e",NCBIGene:2149,F2R,1,4
EFO:0008328,chronotype measurement,NCBIGene:4864,NPC1,1,4
EFO:0008328,chronotype measurement,NCBIGene:2147,F2,1,4
EFO:0008328,chronotype measurement,NCBIGene:1269,CNR2,1,4
EFO:0008328,chronotype measurement,NCBIGene:405,ARNT,1,4
EFO:0009946,low density lipoprotein triglyceride measurement,NCBIGene:4088,SMAD3,1,4
EFO:0009946,low density lipoprotein triglyceride measurement,NCBIGene:5314,PKHD1,1,4
EFO:0009946,low density lipoprotein triglyceride measurement,NCBIGene:7422,VEGFA,1,4
EFO:0004639,phospholipid measurement,NCBIGene:7422,VEGFA,1,4
EFO:0004639,phospholipid measurement,NCBIGene:1593,CYP27A1,1,4
EFO:0004630,factor VIII measurement,NCBIGene:7040,TGFB1,1,4
EFO:0004630,factor VIII measurement,NCBIGene:2321,FLT1,1,4
EFO:0004630,factor VIII measurement,NCBIGene:4088,SMAD3,1,4
EFO:0020944,"cholesteryl esters:total lipids ratio""@e",NCBIGene:6927,HNF1A,1,4
EFO:0020944,"cholesteryl esters:total lipids ratio""@e",NCBIGene:1593,CYP27A1,1,4
EFO:0010067,corneal resistance factor,NCBIGene:6696,SPP1,1,4
EFO:0004300,longevity,NCBIGene:6772,STAT1,1,4
EFO:0004300,longevity,NCBIGene:3569,IL6,1,4
EFO:0004300,longevity,NCBIGene:6927,HNF1A,1,4
EFO:0004300,longevity,NCBIGene:5314,PKHD1,1,4
EFO:0007800,body fat percentage,NCBIGene:7422,VEGFA,1,4
EFO:0007800,body fat percentage,NCBIGene:5314,PKHD1,1,4
EFO:0007800,body fat percentage,NCBIGene:4088,SMAD3,1,4
EFO:0004468,glucose measurement,NCBIGene:2147,F2,1,4
EFO:0004468,glucose measurement,NCBIGene:6927,HNF1A,1,4
EFO:0004468,glucose measurement,NCBIGene:405,ARNT,1,4
EFO:0004694,factor XI measurement,NCBIGene:2321,FLT1,1,4
EFO:0004694,factor XI measurement,NCBIGene:7040,TGFB1,1,4
EFO:0022196,"body surface area""@e",NCBIGene:2247,FGF2,1,4
EFO:0022196,"body surface area""@e",NCBIGene:1499,CTNNB1,1,4
EFO:0022196,"body surface area""@e",NCBIGene:4088,SMAD3,1,4
EFO:0022196,"body surface area""@e",NCBIGene:7040,TGFB1,1,4
EFO:0004761,uric acid measurement,NCBIGene:7057,THBS1,1,4
EFO:0004761,uric acid measurement,NCBIGene:6927,HNF1A,1,4
EFO:0004631,vitamin D measurement,NCBIGene:1717,DHCR7,31,3
EFO:0004631,vitamin D measurement,NCBIGene:120227,CYP2R1,25,3
EFO:0007991,eosinophil percentage of leukocytes,NCBIGene:4088,SMAD3,13,3
EFO:0004533,alkaline phosphatase measurement,NCBIGene:6927,HNF1A,9,3
EFO:0803317,gluteofemoral adipose tissue measurement,NCBIGene:7422,VEGFA,7,3
EFO:0004533,alkaline phosphatase measurement,NCBIGene:4763,NF1,6,3
MONDO:0002009,major depressive disorder,NCBIGene:6927,HNF1A,5,3
MONDO:0005090,schizophrenia,NCBIGene:6927,HNF1A,5,3
MONDO:0005083,psoriasis,NCBIGene:5328,PLAU,4,3
EFO:0005782,age-related hearing impairment,NCBIGene:3956,LGALS1,4,3
EFO:0004741,blood urea nitrogen measurement,NCBIGene:6927,HNF1A,4,3
EFO:0004627,IGF-1 measurement,NCBIGene:6927,HNF1A,4,3
EFO:0006781,coffee consumption measurement,NCBIGene:405,ARNT,4,3
EFO:0006340,mean arterial pressure,NCBIGene:1499,CTNNB1,4,3
EFO:0010155,taste liking measurement,NCBIGene:4864,NPC1,4,3
MONDO:0005083,psoriasis,NCBIGene:4088,SMAD3,3,3
MONDO:0001384,myopia,NCBIGene:2321,FLT1,3,3
EFO:0020945,"free cholesterol:total lipids ratio""@e",NCBIGene:7422,VEGFA,3,3
EFO:0020945,"free cholesterol:total lipids ratio""@e",NCBIGene:6927,HNF1A,3,3
EFO:0020947,"triglycerides:total lipids ratio""@e",NCBIGene:7422,VEGFA,3,3
MONDO:0000723,stutter disorder,NCBIGene:1269,CNR2,3,3
EFO:0010576,"liver fibrosis measurement""@e",NCBIGene:2149,F2R,3,3
EFO:0004568,serum non-albumin protein measurement,NCBIGene:3569,IL6,3,3
EFO:0009768,glutamine measurement,NCBIGene:6772,STAT1,3,3
EFO:0008007,age at assessment,NCBIGene:183,AGT,3,3
MONDO:0005306,ankylosing spondylitis,NCBIGene:4088,SMAD3,3,3
EFO:0007701,spine bone mineral density,NCBIGene:1499,CTNNB1,3,3
MONDO:0005346,gallstones,NCBIGene:5244,ABCB4,2,3
MONDO:0005346,gallstones,NCBIGene:6927,HNF1A,2,3
MONDO:0005090,schizophrenia,NCBIGene:2147,F2,2,3
MONDO:0018646,sclerosing cholangitis,NCBIGene:4088,SMAD3,2,3
MONDO:0018646,sclerosing cholangitis,NCBIGene:5328,PLAU,2,3
MONDO:0001384,myopia,NCBIGene:7046,TGFBR1,2,3
MONDO:0001384,myopia,NCBIGene:1499,CTNNB1,2,3
EFO:0005782,age-related hearing impairment,NCBIGene:4313,MMP2,2,3
EFO:0004533,alkaline phosphatase measurement,NCBIGene:6696,SPP1,2,3
EFO:0007991,eosinophil percentage of leukocytes,NCBIGene:1269,CNR2,2,3
EFO:0008343,sex interaction measurement,NCBIGene:7422,VEGFA,2,3
EFO:0008343,sex interaction measurement,NCBIGene:2149,F2R,2,3
EFO:0009931,Agents acting on the renin-angiotensin system use measurement,NCBIGene:183,AGT,2,3
EFO:0004873,cytokine measurement,NCBIGene:5244,ABCB4,2,3
EFO:0004568,serum non-albumin protein measurement,NCBIGene:405,ARNT,2,3
EFO:0005110,fatty acid measurement,NCBIGene:7422,VEGFA,2,3
EFO:0009260,non-melanoma skin carcinoma,NCBIGene:1535,CYBA,2,3
EFO:0006340,mean arterial pressure,NCBIGene:183,AGT,2,3
EFO:0004995,lean body mass,NCBIGene:1499,CTNNB1,2,3
MONDO:0005306,ankylosing spondylitis,NCBIGene:5328,PLAU,2,3
EFO:0005653,serum metabolite measurement,NCBIGene:6927,HNF1A,2,3
EFO:0008377,mosquito bite reaction itch intensity measurement,NCBIGene:5972,REN,2,3
EFO:0005210,brain connectivity measurement,NCBIGene:3082,HGF,2,3
MONDO:0002009,major depressive disorder,NCBIGene:3569,IL6,1,3
MONDO:0002009,major depressive disorder,NCBIGene:408,ARRB1,1,3
MONDO:0005346,gallstones,NCBIGene:7422,VEGFA,1,3
MONDO:0005083,psoriasis,NCBIGene:6347,CCL2,1,3
MONDO:0005090,schizophrenia,NCBIGene:4864,NPC1,1,3
MONDO:0005349,otosclerosis,NCBIGene:7040,TGFB1,1,3
MONDO:0005349,otosclerosis,NCBIGene:4088,SMAD3,1,3
MONDO:0005349,otosclerosis,NCBIGene:6696,SPP1,1,3
MONDO:0018646,sclerosing cholangitis,NCBIGene:6347,CCL2,1,3
MONDO:0005258,autism spectrum disorder,NCBIGene:2147,F2,1,3
MONDO:0005258,autism spectrum disorder,NCBIGene:3956,LGALS1,1,3
MONDO:0005258,autism spectrum disorder,NCBIGene:1499,CTNNB1,1,3
EFO:0005782,age-related hearing impairment,NCBIGene:4088,SMAD3,1,3
EFO:0004631,vitamin D measurement,NCBIGene:405,ARNT,1,3
EFO:0004741,blood urea nitrogen measurement,NCBIGene:7422,VEGFA,1,3
EFO:0004741,blood urea nitrogen measurement,NCBIGene:5972,REN,1,3
EFO:0007991,eosinophil percentage of leukocytes,NCBIGene:3569,IL6,1,3
EFO:0020945,"free cholesterol:total lipids ratio""@e",NCBIGene:1593,CYP27A1,1,3
EFO:0008343,sex interaction measurement,NCBIGene:4763,NF1,1,3
EFO:0007978,red blood cell density measurement,NCBIGene:5314,PKHD1,1,3
EFO:0007978,red blood cell density measurement,NCBIGene:1593,CYP27A1,1,3
EFO:0007978,red blood cell density measurement,NCBIGene:1535,CYBA,1,3
EFO:0020947,"triglycerides:total lipids ratio""@e",NCBIGene:1593,CYP27A1,1,3
EFO:0020947,"triglycerides:total lipids ratio""@e",NCBIGene:6927,HNF1A,1,3
EFO:0003924,hair color,NCBIGene:1535,CYBA,1,3
EFO:0003924,hair color,NCBIGene:7040,TGFB1,1,3
EFO:0003924,hair color,NCBIGene:5314,PKHD1,1,3
MONDO:0000723,stutter disorder,NCBIGene:6927,HNF1A,1,3
MONDO:0000723,stutter disorder,NCBIGene:6772,STAT1,1,3
EFO:0009931,Agents acting on the renin-angiotensin system use measurement,NCBIGene:7422,VEGFA,1,3
EFO:0009931,Agents acting on the renin-angiotensin system use measurement,NCBIGene:5314,PKHD1,1,3
EFO:0004327,electrocardiography,NCBIGene:5328,PLAU,1,3
EFO:0004327,electrocardiography,NCBIGene:7040,TGFB1,1,3
EFO:0004327,electrocardiography,NCBIGene:4088,SMAD3,1,3
EFO:0010576,"liver fibrosis measurement""@e",NCBIGene:7040,TGFB1,1,3
EFO:0010576,"liver fibrosis measurement""@e",NCBIGene:6927,HNF1A,1,3
EFO:0004873,cytokine measurement,NCBIGene:4780,NFE2L2,1,3
EFO:0004873,cytokine measurement,NCBIGene:1278,COL1A2,1,3
EFO:0004568,serum non-albumin protein measurement,NCBIGene:4088,SMAD3,1,3
EFO:0004627,IGF-1 measurement,NCBIGene:1593,CYP27A1,1,3
EFO:0004627,IGF-1 measurement,NCBIGene:4088,SMAD3,1,3
EFO:0005110,fatty acid measurement,NCBIGene:1593,CYP27A1,1,3
EFO:0005110,fatty acid measurement,NCBIGene:6927,HNF1A,1,3
EFO:0007996,eosinophil percentage of granulocytes,NCBIGene:4088,SMAD3,1,3
EFO:0007996,eosinophil percentage of granulocytes,NCBIGene:3569,IL6,1,3
EFO:0007996,eosinophil percentage of granulocytes,NCBIGene:1269,CNR2,1,3
EFO:0006781,coffee consumption measurement,NCBIGene:6696,SPP1,1,3
EFO:0006781,coffee consumption measurement,NCBIGene:1535,CYBA,1,3
EFO:0009260,non-melanoma skin carcinoma,NCBIGene:405,ARNT,1,3
EFO:0009260,non-melanoma skin carcinoma,NCBIGene:2147,F2,1,3
EFO:0006340,mean arterial pressure,NCBIGene:5314,PKHD1,1,3
EFO:0803318,visceral:abdominal adipose tissue ratio measurement,NCBIGene:4780,NFE2L2,1,3
EFO:0803318,visceral:abdominal adipose tissue ratio measurement,NCBIGene:7422,VEGFA,1,3
EFO:0803318,visceral:abdominal adipose tissue ratio measurement,NCBIGene:6927,HNF1A,1,3
EFO:0009768,glutamine measurement,NCBIGene:5972,REN,1,3
EFO:0009768,glutamine measurement,NCBIGene:6927,HNF1A,1,3
EFO:0009932,HMG CoA reductase inhibitor use measurement,NCBIGene:4088,SMAD3,1,3
EFO:0009932,HMG CoA reductase inhibitor use measurement,NCBIGene:7422,VEGFA,1,3
EFO:0009932,HMG CoA reductase inhibitor use measurement,NCBIGene:6927,HNF1A,1,3
EFO:0008007,age at assessment,NCBIGene:1278,COL1A2,1,3
EFO:0008007,age at assessment,NCBIGene:7422,VEGFA,1,3
EFO:0004995,lean body mass,NCBIGene:6696,SPP1,1,3
EFO:0004995,lean body mass,NCBIGene:2247,FGF2,1,3
EFO:0004791,tissue plasminogen activator measurement,NCBIGene:6927,HNF1A,1,3
EFO:0004791,tissue plasminogen activator measurement,NCBIGene:7040,TGFB1,1,3
EFO:0004791,tissue plasminogen activator measurement,NCBIGene:2321,FLT1,1,3
EFO:0010155,taste liking measurement,NCBIGene:6772,STAT1,1,3
EFO:0010155,taste liking measurement,NCBIGene:5314,PKHD1,1,3
MONDO:0005306,ankylosing spondylitis,NCBIGene:6347,CCL2,1,3
EFO:0803317,gluteofemoral adipose tissue measurement,NCBIGene:2247,FGF2,1,3
EFO:0803317,gluteofemoral adipose tissue measurement,NCBIGene:1593,CYP27A1,1,3
EFO:0005653,serum metabolite measurement,NCBIGene:2147,F2,1,3
EFO:0005653,serum metabolite measurement,NCBIGene:5244,ABCB4,1,3
EFO:0008377,mosquito bite reaction itch intensity measurement,NCBIGene:2247,FGF2,1,3
EFO:0008377,mosquito bite reaction itch intensity measurement,NCBIGene:5328,PLAU,1,3
EFO:0005210,brain connectivity measurement,NCBIGene:7422,VEGFA,1,3
EFO:0005210,brain connectivity measurement,NCBIGene:3956,LGALS1,1,3
EFO:0007701,spine bone mineral density,NCBIGene:4088,SMAD3,1,3
EFO:0007701,spine bone mineral density,NCBIGene:6696,SPP1,1,3
EFO:0006939,cup-to-disc ratio measurement,NCBIGene:3956,LGALS1,10,2
MONDO:0005133,endometriosis,NCBIGene:4088,SMAD3,9,2
EFO:0003762,vitamin D deficiency,NCBIGene:1717,DHCR7,6,2
MONDO:0005393,gout,NCBIGene:6696,SPP1,5,2
EFO:0010972,blood phosphate measurement,NCBIGene:1490,CCN2,5,2
MONDO:0005130,celiac disease,NCBIGene:6772,STAT1,4,2
MONDO:0005388,primary biliary cholangitis,NCBIGene:6772,STAT1,4,2
MONDO:0005271,allergic disease,NCBIGene:4088,SMAD3,4,2
MONDO:0004980,atopic eczema,NCBIGene:4088,SMAD3,4,2
EFO:0010554,"retinal vasculature measurement""@e",NCBIGene:2321,FLT1,4,2
EFO:0010638,atopic asthma,NCBIGene:4088,SMAD3,4,2
MONDO:0005420,hypothyroidism,NCBIGene:7422,VEGFA,4,2
EFO:0004749,CCL2 measurement,NCBIGene:405,ARNT,4,2
MONDO:0005150,age-related macular degeneration,NCBIGene:7046,TGFBR1,3,2
MONDO:0005192,exocrine pancreatic carcinoma,NCBIGene:6927,HNF1A,3,2
MONDO:0005041,glaucoma,NCBIGene:5314,PKHD1,3,2
EFO:0007778,urinary albumin to creatinine ratio,NCBIGene:7040,TGFB1,3,2
MONDO:0011786,allergic rhinitis,NCBIGene:4088,SMAD3,3,2
EFO:0007997,granulocyte percentage of myeloid white cells,NCBIGene:2321,FLT1,3,2
EFO:0007013,aspirin use measurement,NCBIGene:7040,TGFB1,3,2
EFO:0010554,"retinal vasculature measurement""@e",NCBIGene:1499,CTNNB1,3,2
EFO:0004352,mortality,NCBIGene:3956,LGALS1,3,2
EFO:0006939,cup-to-disc ratio measurement,NCBIGene:1277,COL1A1,3,2
EFO:0020943,"cholesterol:total lipids ratio""@e",NCBIGene:7422,VEGFA,3,2
EFO:0003913,angina pectoris,NCBIGene:7040,TGFB1,3,2
MONDO:0005420,hypothyroidism,NCBIGene:6772,STAT1,3,2
EFO:0009925,Antithrombotic agent use measurement,NCBIGene:7040,TGFB1,3,2
EFO:0005140,autoimmune disease,NCBIGene:6772,STAT1,3,2
MONDO:0005150,age-related macular degeneration,NCBIGene:7422,VEGFA,2,2
HP:0000790,Hematuria,NCBIGene:7040,TGFB1,2,2
MONDO:0005252,heart failure,NCBIGene:4864,NPC1,2,2
MONDO:0019434,systemic-onset juvenile idiopathic arthritis,NCBIGene:6772,STAT1,2,2
MONDO:0019433,oligoarticular juvenile idiopathic arthritis,NCBIGene:6772,STAT1,2,2
MONDO:0005393,gout,NCBIGene:3082,HGF,2,2
EFO:0008002,physical activity measurement,NCBIGene:7422,VEGFA,2,2
EFO:0004732,lipoprotein measurement,NCBIGene:405,ARNT,2,2
MONDO:0004980,atopic eczema,NCBIGene:7046,TGFBR1,2,2
EFO:0003762,vitamin D deficiency,NCBIGene:120227,CYP2R1,2,2
EFO:0005680,omega-6 polyunsaturated fatty acid measurement,NCBIGene:6927,HNF1A,2,2
MONDO:0019432,rheumatoid factor-negative juvenile idiopathic arthritis,NCBIGene:6772,STAT1,2,2
EFO:0005674,white matter microstructure measurement,NCBIGene:3082,HGF,2,2
EFO:0020690,protein-glutamine gamma-glutamyltransferase e measurement,NCBIGene:1717,DHCR7,2,2
